OP_ID,OP_DATE,TIME,YEAR,VESSEL,SERIAL,CRUISE,LOCATION,IP_DESIGN,LATITUDE,LONGITUDE,END_LATITUDE,END_LONGITUDE,BEG_LATITUDE_DD,BEG_LONGITUDE_DD,END_LATITUDE_DD,END_LONGITUDE_DD,DIST_SHORE_M,BEG_DEPTH,END_DEPTH,FISHING_DEPTH,DEPTH_UNITS,BUCKET_TEMP,SEABIRD_TEMP,SEABIRD_CHL,SEABIRD_BEAM,TOW_TIME,DISTANCE,SPECIES,FISH
92489,11-Jun-15,1510,2015,25,608,1,451,3,4756.81,8511.13,4756.46,8510.96,47.946833,-85.1855,47.941,-85.182667,1060.318584,17.8,35.9,0.5,2,3.3,2.98135,0.1315,81.9646,10,0.43,0,0
92490,11-Jun-15,1510,2015,25,609,1,451,3,4756.81,8511.13,4756.46,8510.96,47.946833,-85.1855,47.941,-85.182667,1060.318584,17.8,35.9,0.5,2,3.3,2.98135,0.1315,81.9646,10,0.43,0,0
92493,11-Jun-15,1723,2015,25,610,1,462,3,4757.22,8456.86,4756.84,8456.76,47.953667,-84.947667,47.947333,-84.946,898.4483453,20,93.5,0.5,2,2.6,2.76115,0.0231,76.4209,10,0.43,217,1
92494,11-Jun-15,1723,2015,25,611,1,462,3,4757.22,8456.86,4756.84,8456.76,47.953667,-84.947667,47.947333,-84.946,898.4483453,20,93.5,0.5,2,2.6,2.76115,0.0231,76.4209,10,0.43,217,1
92494,11-Jun-15,1723,2015,25,611,1,462,3,4757.22,8456.86,4756.84,8456.76,47.953667,-84.947667,47.947333,-84.946,898.4483453,20,93.5,0.5,2,2.6,2.76115,0.0231,76.4209,10,0.43,300,1
92496,12-Jun-15,922,2015,25,612,1,463,3,4755.08,8525.61,4754.73,8525.86,47.918,-85.426833,47.912167,-85.431,487.4822103,22,57.7,0.5,2,3,3.2017,0.19485,76.63465,10,0.42,0,0
92497,12-Jun-15,922,2015,25,613,1,463,3,4755.08,8525.61,4754.73,8525.86,47.918,-85.426833,47.912167,-85.431,487.4822103,22,57.7,0.5,2,3,3.2017,0.19485,76.63465,10,0.42,0,0
92498,12-Jun-15,1158,2015,25,614,1,464,3,4757.27,8549.25,4756.88,8549.16,47.9545,-85.820833,47.948,-85.819333,368.7667161,19.2,70,0.5,2,2.9,2.973,0.1723,81.46315,10,0.43,0,0
92499,12-Jun-15,1158,2015,25,615,1,464,3,4757.27,8549.25,4756.88,8549.16,47.9545,-85.820833,47.948,-85.819333,368.7667161,19.2,70,0.5,2,2.9,2.973,0.1723,81.46315,10,0.43,300,1
92502,12-Jun-15,1441,2015,25,616,1,465,3,4807.27,8602.97,4807.27,8603.58,48.121167,-86.0495,48.121167,-86.059667,428.4710697,15.7,93.6,0.5,2,3.6,3.6037,0.13055,70.64575,10,0.45,217,1
92503,12-Jun-15,1441,2015,25,617,1,465,3,4807.27,8602.97,4807.27,8603.58,48.121167,-86.0495,48.121167,-86.059667,428.4710697,15.7,93.6,0.5,2,3.6,3.6037,0.13055,70.64575,10,0.45,217,2
92504,13-Jun-15,744,2015,25,618,1,422,3,4838.19,8620.9,4838.43,8620.47,48.6365,-86.348333,48.6405,-86.341167,443.9910735,60.4,27.4,0.5,2,5.6,4.79355,-0.00735,69.7269,10,0.4,217,25
92505,13-Jun-15,744,2015,25,619,1,422,3,4838.19,8620.9,4838.43,8620.47,48.6365,-86.348333,48.6405,-86.341167,443.9910735,60.4,27.4,0.5,2,5.6,4.79355,-0.00735,69.7269,10,0.4,217,0
92508,13-Jun-15,1029,2015,25,620,1,420,3,4846.15,8637.86,4845.97,8638.39,48.769167,-86.631,48.766167,-86.639833,947.6654856,15.3,29.6,0.5,2,3.1,3.12185,0.15395,80.3102,10,0.43,0,0
92509,13-Jun-15,1029,2015,25,621,1,420,3,4846.15,8637.86,4845.97,8638.39,48.769167,-86.631,48.766167,-86.639833,947.6654856,15.3,29.6,0.5,2,3.1,3.12185,0.15395,80.3102,10,0.43,0,0
92511,13-Jun-15,1231,2015,25,622,1,419,3,4847.52,8659.33,4847.63,8658.8,48.792,-86.988833,48.793833,-86.98,305.3663649,37.7,42,0.5,2,3.9,4.55125,0.10965,53.89415,10,0.42,217,26
92512,13-Jun-15,1231,2015,25,623,1,419,3,4847.52,8659.33,4847.63,8658.8,48.792,-86.988833,48.793833,-86.98,305.3663649,37.7,42,0.5,2,3.9,4.55125,0.10965,53.89415,10,0.42,217,12
92514,13-Jun-15,1422,2015,25,624,1,418,3,4846.31,8709.98,4846.67,8710.2,48.771833,-87.166333,48.777833,-87.17,670.0556404,43.4,32.1,0.5,2,11.8,9.75745,0.35995,74.42195,10,0.42,217,227
92515,13-Jun-15,1422,2015,25,625,1,418,3,4846.31,8709.98,4846.67,8710.2,48.771833,-87.166333,48.777833,-87.17,670.0556404,43.4,32.1,0.5,2,11.8,9.75745,0.35995,74.42195,10,0.42,217,116
92515,13-Jun-15,1422,2015,25,625,1,418,3,4846.31,8709.98,4846.67,8710.2,48.771833,-87.166333,48.777833,-87.17,670.0556404,43.4,32.1,0.5,2,11.8,9.75745,0.35995,74.42195,10,0.42,300,1
92516,13-Jun-15,1640,2015,25,626,1,417,3,4849.84,8728.32,4850.06,8728.79,48.830667,-87.472,48.834333,-87.479833,436.8121076,68.3,46.3,0.5,2,6.5,7.66795,0.1318,69.89335,10,0.42,217,149
92517,13-Jun-15,1640,2015,25,627,1,417,3,4849.84,8728.32,4850.06,8728.79,48.830667,-87.472,48.834333,-87.479833,436.8121076,68.3,46.3,0.5,2,6.5,7.66795,0.1318,69.89335,10,0.42,217,118
92519,14-Jun-15,811,2015,25,628,1,415,3,4852.82,8746.02,4853.21,8745.99,48.880333,-87.767,48.886833,-87.7665,368.8736458,44,42.6,0.5,2,10.5,8.9649,1.30715,81.5799,10,0.42,217,8
92520,14-Jun-15,811,2015,25,629,1,415,3,4852.82,8746.02,4853.21,8745.99,48.880333,-87.767,48.886833,-87.7665,368.8736458,44,42.6,0.5,2,10.5,8.9649,1.30715,81.5799,10,0.42,217,10
92520,14-Jun-15,811,2015,25,629,1,415,3,4852.82,8746.02,4853.21,8745.99,48.880333,-87.767,48.886833,-87.7665,368.8736458,44,42.6,0.5,2,10.5,8.9649,1.30715,81.5799,10,0.42,300,1
92525,14-Jun-15,1007,2015,25,630,1,414,3,4856.4,8758.92,4856.77,8758.69,48.94,-87.982,48.946167,-87.978167,120.4588639,25.6,25,0.5,2,11.6,11.5443,0.10925,39.9897,10,0.42,217,1559
92526,14-Jun-15,1007,2015,25,631,1,414,3,4856.4,8758.92,4856.77,8758.69,48.94,-87.982,48.946167,-87.978167,120.4588639,25.6,25,0.5,2,11.6,11.5443,0.10925,39.9897,10,0.42,217,793
92527,14-Jun-15,1204,2015,25,632,1,413,3,4856.01,8813.03,4856.11,8813.55,48.9335,-88.217167,48.935167,-88.225833,548.0799361,22,20.8,0.5,2,13.6,13.27,-0.819,52.6304,10,0.42,217,7
92528,14-Jun-15,1204,2015,25,633,1,413,3,4856.01,8813.03,4856.11,8813.55,48.9335,-88.217167,48.935167,-88.225833,548.0799361,22,20.8,0.5,2,13.6,13.27,-0.819,52.6304,10,0.42,217,11
92528,14-Jun-15,1204,2015,25,633,1,413,3,4856.01,8813.03,4856.11,8813.55,48.9335,-88.217167,48.935167,-88.225833,548.0799361,22,20.8,0.5,2,13.6,13.27,-0.819,52.6304,10,0.42,300,1
92529,14-Jun-15,1402,2015,25,634,1,412,3,4849.62,8805.72,4849.69,8806.28,48.827,-88.095333,48.828167,-88.104667,2048.901494,25.9,44.6,0.5,2,13.1,12.66335,0.83455,58.29905,10,0.42,0,0
92530,14-Jun-15,1402,2015,25,635,1,412,3,4849.62,8805.72,4849.69,8806.28,48.827,-88.095333,48.828167,-88.104667,2048.901494,25.9,44.6,0.5,2,13.1,12.66335,0.83455,58.29905,10,0.42,0,0
92531,14-Jun-15,1643,2015,25,636,1,411,3,4835.92,8818.09,4835.61,8818.35,48.598667,-88.3015,48.5935,-88.305833,586.4280346,55.5,29.2,0.5,2,7.7,7.9583,0.1608,87.5892,10,0.42,217,67
92532,14-Jun-15,1643,2015,25,637,1,411,3,4835.92,8818.09,4835.61,8818.35,48.598667,-88.3015,48.5935,-88.305833,586.4280346,55.5,29.2,0.5,2,7.7,7.9583,0.1608,87.5892,10,0.42,217,55
92534,15-Jun-15,923,2015,25,638,1,408,3,4836.14,8830.3,4836.09,8829.75,48.602333,-88.505,48.6015,-88.495833,2578.739479,17.8,19.2,0.5,2,15.1,15.13135,0.22495,59.36595,10,0.42,217,2
92534,15-Jun-15,923,2015,25,638,1,408,3,4836.14,8830.3,4836.09,8829.75,48.602333,-88.505,48.6015,-88.495833,2578.739479,17.8,19.2,0.5,2,15.1,15.13135,0.22495,59.36595,10,0.42,511,1
92535,15-Jun-15,923,2015,25,639,1,408,3,4836.14,8830.3,4836.09,8829.75,48.602333,-88.505,48.6015,-88.495833,2578.739479,17.8,19.2,0.5,2,15.1,15.13135,0.22495,59.36595,10,0.42,0,0
92537,15-Jun-15,1043,2015,25,640,1,407,3,4833.57,8834.55,4833.69,8835.06,48.5595,-88.575833,48.5615,-88.584333,3435.686161,28.6,22.1,0.5,2,13.2,13.38985,0.56835,75.1381,10,0.4,0,0
92538,15-Jun-15,1043,2015,25,641,1,407,3,4833.57,8834.55,4833.69,8835.06,48.5595,-88.575833,48.5615,-88.584333,3435.686161,28.6,22.1,0.5,2,13.2,13.38985,0.56835,75.1381,10,0.4,0,0
92539,15-Jun-15,1211,2015,25,642,1,406,3,4829.46,8837.41,4829.58,8836.91,48.491,-88.6235,48.493,-88.615167,990.2505557,32.7,30.7,0.5,2,12.6,12.75505,0.20935,68.9381,10,0.45,217,3
92540,15-Jun-15,1211,2015,25,643,1,406,3,4829.46,8837.41,4829.58,8836.91,48.491,-88.6235,48.493,-88.615167,990.2505557,32.7,30.7,0.5,2,12.6,12.75505,0.20935,68.9381,10,0.45,0,0
92543,15-Jun-15,1353,2015,25,644,1,405,3,4824.46,8840.91,4824.58,8841.47,48.407667,-88.681833,48.409667,-88.691167,793.3620994,57,31,0.5,2,9.2,9.58775,0.22925,81.7549,10,0.42,0,0
92544,15-Jun-15,1353,2015,25,645,1,405,3,4824.46,8840.91,4824.58,8841.47,48.407667,-88.681833,48.409667,-88.691167,793.3620994,57,31,0.5,2,9.2,9.58775,0.22925,81.7549,10,0.42,0,0
92546,16-Jun-15,1206,2015,25,646,1,401,3,4830.27,8855.67,4830.57,8856.05,48.5045,-88.927833,48.5095,-88.934167,855.8754756,44.3,44.6,0.5,2,9.9,9.4913,0.24535,68.7032,10,0.42,217,14
92547,16-Jun-15,1206,2015,25,647,1,401,3,4830.27,8855.67,4830.57,8856.05,48.5045,-88.927833,48.5095,-88.934167,855.8754756,44.3,44.6,0.5,2,9.9,9.4913,0.24535,68.7032,10,0.42,217,23
92549,16-Jun-15,1415,2015,25,648,1,402,3,4822.09,8852.56,4822.3,8853.04,48.368167,-88.876,48.371667,-88.884,458.0191294,17.6,28.6,0.5,2,13.2,12.86755,-0.02215,55.1534,10,0.42,217,254
92550,16-Jun-15,1415,2015,25,649,1,402,3,4822.09,8852.56,4822.3,8853.04,48.368167,-88.876,48.371667,-88.884,458.0191294,17.6,28.6,0.5,2,13.2,12.86755,-0.02215,55.1534,10,0.42,217,293
92552,16-Jun-15,1546,2015,25,650,1,404,3,4818.32,8854.54,4818.72,8854.3,48.305333,-88.909,48.312,-88.905,463.5960272,70.2,46.2,0.5,2,6.7,6.55685,0.1444,61.73705,10,0.49,0,0
92553,16-Jun-15,1546,2015,25,651,1,404,3,4818.32,8854.54,4818.72,8854.3,48.305333,-88.909,48.312,-88.905,463.5960272,70.2,46.2,0.5,2,6.7,6.55685,0.1444,61.73705,10,0.49,217,5
92555,17-Jun-15,804,2015,25,652,1,403,3,4815.34,8910.66,4815.13,8910.17,48.255667,-89.177667,48.252167,-89.1695,254.7185387,42,26.6,0.5,2,7.9,8.08515,0.3855,84.1371,10,0.43,217,788
92556,17-Jun-15,804,2015,25,653,1,403,3,4815.34,8910.66,4815.13,8910.17,48.255667,-89.177667,48.252167,-89.1695,254.7185387,42,26.6,0.5,2,7.9,8.08515,0.3855,84.1371,10,0.43,217,393
92558,17-Jun-15,1044,2015,25,654,1,400,3,4804.83,8925.31,4804.66,8924.82,48.0805,-89.421833,48.077667,-89.413667,199.1623882,22.4,40.4,0.5,2,5.9,6.4022,0.23575,62.1847,10,0.42,217,44
92559,17-Jun-15,1044,2015,25,655,1,400,3,4804.83,8925.31,4804.66,8924.82,48.0805,-89.421833,48.077667,-89.413667,199.1623882,22.4,40.4,0.5,2,5.9,6.4022,0.23575,62.1847,10,0.42,217,24
92560,17-Jun-15,1305,2015,25,656,1,191,3,4758.78,8937.73,4758.4,8937.55,47.979667,-89.628833,47.973333,-89.625833,1064.728022,19.6,25.7,0.5,2,6,5.82145,0.1198,88.2318,10,0.42,217,34
92561,17-Jun-15,1305,2015,25,657,1,191,3,4758.78,8937.73,4758.4,8937.55,47.979667,-89.628833,47.973333,-89.625833,1064.728022,19.6,25.7,0.5,2,6,5.82145,0.1198,88.2318,10,0.42,217,23
92564,17-Jun-15,1530,2015,25,658,1,207,3,4749.75,8957.64,4750.13,8957.58,47.829167,-89.960667,47.8355,-89.959667,448.5282175,67.7,32,0.5,2,3.9,3.8647,0.15165,91.2813,10,0.42,217,1
92565,17-Jun-15,1530,2015,25,659,1,207,3,4749.75,8957.64,4750.13,8957.56,47.829167,-89.960667,47.8355,-89.959333,448.5282175,67.7,32,0.5,2,3.9,3.8647,0.15165,91.2813,10,0.42,217,1
92567,17-Jun-15,1750,2015,25,660,1,65,3,4744.91,9018.65,4744.7,9019.09,47.7485,-90.310833,47.745,-90.318167,688.2026351,40.7,62.8,0.5,2,4.5,4.5088,0.1624,91.0565,10,0.42,217,1
92567,17-Jun-15,1750,2015,25,660,1,65,3,4744.91,9018.65,4744.7,9019.09,47.7485,-90.310833,47.745,-90.318167,688.2026351,40.7,62.8,0.5,2,4.5,4.5088,0.1624,91.0565,10,0.42,300,1
92568,17-Jun-15,1750,2015,25,661,1,65,3,4744.91,9018.65,4744.7,9019.09,47.7485,-90.310833,47.745,-90.318167,688.2026351,40.7,62.8,0.5,2,4.5,4.5088,0.1624,91.0565,10,0.42,217,3
92570,24-Jun-15,1129,2015,25,662,2,736,3,4653.04,9033.88,4653.05,9033.34,46.884,-90.564667,46.884167,-90.555667,2085.673975,92.2,90.8,0.5,2,,12.0806,0.1225,81.1188,10,0.42,217,348
92571,24-Jun-15,1129,2015,25,663,2,736,3,4653.04,9033.88,4653.05,9033.34,46.884,-90.564667,46.884167,-90.555667,2085.673975,92.2,90.8,0.5,2,,12.0806,0.1225,81.1188,10,0.42,217,224
92572,7-Jul-15,1226,2015,25,664,3,2161,3,4658.75,9114.72,4658.94,9114.24,46.979167,-91.245333,46.982333,-91.237333,11430.92708,135,136,0.5,2,13.8,14.1682,0.0842,75.2599,10,0.42,0,0
92573,7-Jul-15,1226,2015,25,665,3,2161,3,4658.75,9114.72,4658.94,9114.24,46.979167,-91.245333,46.982333,-91.237333,11430.92708,135,136,0.5,2,13.8,14.1682,0.0842,75.2599,10,0.42,217,2
92574,7-Jul-15,1618,2015,25,666,3,2133,3,4731.9,9032.97,4732.08,9032.5,47.531667,-90.5495,47.534667,-90.541667,15638.0867,185,183,0.5,2,9.2,10.7645,0.0305,67.4435,10,0.42,217,43
92575,7-Jul-15,1618,2015,25,667,3,2133,3,4731.9,9032.97,4732.08,9032.5,47.531667,-90.5495,47.534667,-90.541667,15638.0867,185,183,0.5,2,9.2,10.7645,0.0305,67.4435,10,0.42,217,29
92577,8-Jul-15,705,2015,25,668,3,65,3,4744.47,9020.26,4744.16,9019.88,47.741167,-90.337667,47.736,-90.331333,688.2026351,54.9,71.3,0.5,2,9.7,,,,10,0.43,217,16
92578,8-Jul-15,705,2015,25,669,3,65,3,4744.47,9020.26,4744.16,9019.88,47.741167,-90.337667,47.736,-90.331333,688.2026351,54.9,71.3,0.5,2,9.7,,,,10,0.43,217,18
92580,8-Jul-15,919,2015,25,670,3,2124,3,4730.07,8959.73,4729.75,8959.98,47.501167,-89.9955,47.495833,-89.999667,34414.23086,153,153,0.5,2,9.4,9.2179,0.0785,87.1619,10,0.42,217,12
92581,8-Jul-15,919,2015,25,671,3,2124,3,4730.07,8959.73,4729.75,8959.98,47.501167,-89.9955,47.495833,-89.999667,34414.23086,153,153,0.5,2,9.4,9.2179,0.0785,87.1619,10,0.42,217,16
92582,8-Jul-15,1210,2015,25,672,3,2147,3,4709.62,8957.81,4709.39,8958.17,47.160333,-89.9635,47.1565,-89.9695,33818.30425,172,172,0.5,2,10.3,10.2291,0.1098,89.2395,10,0.42,217,9
92583,8-Jul-15,1210,2015,25,673,3,2147,3,4709.62,8957.81,4709.39,8958.17,47.160333,-89.9635,47.1565,-89.9695,33818.30425,172,172,0.5,2,10.3,10.2291,0.1098,89.2395,10,0.42,217,25
92585,8-Jul-15,1441,2015,25,674,3,2120,3,4704.96,8939.16,4704.65,8939.47,47.082667,-89.652667,47.0775,-89.657833,27139.36811,206,209,0.5,2,8.1,6.9074,0.1326,80.4359,10,0.43,217,2
92586,8-Jul-15,1441,2015,25,675,3,2120,3,4704.96,8939.16,4704.65,8939.47,47.082667,-89.652667,47.0775,-89.657833,27139.36811,206,209,0.5,2,8.1,6.9074,0.1326,80.4359,10,0.43,217,5
92588,9-Jul-15,931,2015,25,676,3,2136,3,4713.72,8932.1,4713.52,8932.55,47.228667,-89.535,47.225333,-89.5425,40355.93285,203,205,0.5,2,5.5,5.7129,0.1054,92.2411,10,0.42,217,66
92589,9-Jul-15,931,2015,25,677,3,2136,3,4713.72,8932.1,4713.52,8932.55,47.228667,-89.535,47.225333,-89.5425,40355.93285,203,205,0.5,2,5.5,5.7129,0.1054,92.2411,10,0.42,217,43
92590,9-Jul-15,1142,2015,25,678,3,2151,3,4709.23,8917.88,4709.19,8917.35,47.153833,-89.298,47.153167,-89.289167,22253.35642,137,140,0.5,2,10.4,10.9611,0.1335,88.5331,10,0.42,217,23
92591,9-Jul-15,1142,2015,25,679,3,2151,3,4709.23,8917.88,4709.19,8917.35,47.153833,-89.298,47.153167,-89.289167,22253.35642,137,140,0.5,2,10.4,10.9611,0.1335,88.5331,10,0.42,217,11
92594,10-Jul-15,939,2015,25,680,3,2115,3,4724.82,8828.24,4725.04,8827.78,47.413667,-88.470667,47.417333,-88.463,6021.359217,203,208,0.5,2,4.5,5.0457,0.1167,91.9193,10,0.43,217,9
92595,10-Jul-15,939,2015,25,681,3,2115,3,4724.82,8828.24,4725.04,8827.78,47.413667,-88.470667,47.417333,-88.463,6021.359217,203,208,0.5,2,4.5,5.0457,0.1167,91.9193,10,0.43,217,1
92600,10-Jul-15,1658,2015,25,684,3,2134,3,4802.9,8814.99,4802.95,8815.48,48.048333,-88.249833,48.049167,-88.258,18309.67372,254,256,0.5,2,,3.9651,0.0901,39.3161,10,0.4,217,3
92601,10-Jul-15,1658,2015,25,685,3,2134,3,4802.9,8814.99,4802.95,8815.48,48.048333,-88.249833,48.049167,-88.258,18309.67372,254,256,0.5,2,,3.9651,0.0901,39.3161,10,0.4,217,1
92603,11-Jul-15,947,2015,25,686,3,2118,3,4752.45,8804.07,4752.46,8803.54,47.874167,-88.067833,47.874333,-88.059,42823.20031,251,247,0.5,2,3.2,4.1188,0.1506,92.6859,10,0.4,217,14
92604,11-Jul-15,947,2015,25,687,3,2118,3,4752.45,8804.07,4752.46,8803.54,47.874167,-88.067833,47.874333,-88.059,42823.20031,251,247,0.5,2,3.2,4.1188,0.1506,92.6859,10,0.4,217,14
92606,11-Jul-15,1445,2015,25,688,3,2138,3,4730.6,8713.67,4730.6,8713.09,47.51,-87.227833,47.51,-87.218167,29316.03981,299,307,0.5,2,3.5,3.8573,0.1336,92.9088,10,0.4,217,6
92607,12-Jul-15,945,2015,25,689,3,2150,3,4708.45,8723.28,4708.22,8722.9,47.140833,-87.388,47.137,-87.381667,34208.44807,136,134,0.5,2,6.4,6.0776,0.0961,90.6061,10,0.4,217,6
92608,12-Jul-15,945,2015,25,690,3,2150,3,4708.45,8723.28,4708.22,8722.9,47.140833,-87.388,47.137,-87.381667,34208.44807,136,134,0.5,2,6.4,6.0776,0.0961,90.6061,10,0.4,217,7
92612,12-Jul-15,1140,2015,25,691,3,2154,3,4704.29,8709.93,4703.88,8709.92,47.0715,-87.1655,47.064667,-87.165333,47021.67572,178,182,0.5,2,4.8,5.0968,0.0868,31.0983,10,0.42,0,0
92613,12-Jul-15,1140,2015,25,692,3,2154,3,4704.29,8709.93,4703.88,8709.92,47.0715,-87.1655,47.064667,-87.165333,47021.67572,178,182,0.5,2,4.8,5.0968,0.0868,31.0983,10,0.42,0,0
92614,12-Jul-15,1410,2015,25,693,3,2152,3,4648.63,8701.91,4648.31,8701.71,46.8105,-87.031833,46.805167,-87.0285,30091.80522,147,146,0.5,2,3.9,3.8409,0.1321,90.1086,10,0.4,0,0
92615,12-Jul-15,1410,2015,25,694,3,2152,3,4648.63,8701.91,4648.31,8701.71,46.8105,-87.031833,46.805167,-87.0285,30091.80522,147,146,0.5,2,3.9,3.8409,0.1321,90.1086,10,0.4,0,0
92616,13-Jul-15,918,2015,25,695,3,2116,3,4645.05,8631.88,4644.97,8632.34,46.750833,-86.531333,46.7495,-86.539,22714.79008,179,174,0.5,2,4.3,4.5014,0.1934,91.4843,10,0.4,217,15
92617,13-Jul-15,918,2015,25,696,3,2116,3,4645.05,8631.88,4644.97,8632.34,46.750833,-86.531333,46.7495,-86.539,22714.79008,179,174,0.5,2,4.3,4.5014,0.1934,91.4843,10,0.4,217,8
92619,13-Jul-15,1327,2015,25,697,3,2125,3,4706.18,8558.3,4705.85,8558.09,47.103,-85.971667,47.0975,-85.968167,28316.62868,187,192,0.5,2,3.2,3.9407,0.4736,94.9796,10,0.4,217,8
92620,13-Jul-15,1327,2015,25,698,3,2125,3,4706.18,8558.3,4705.85,8558.09,47.103,-85.971667,47.0975,-85.968167,28316.62868,187,192,0.5,2,3.2,3.9407,0.4736,94.9796,10,0.4,217,6
92622,14-Jul-15,930,2015,25,699,3,2148,3,4654.16,8531.94,4653.74,8531.91,46.902667,-85.532333,46.895667,-85.531833,23830.26771,158,157,0.5,2,3.5,4.56155,0.13015,63.33055,10,0.49,217,60
92623,14-Jul-15,930,2015,25,700,3,2148,3,4654.16,8531.94,4653.74,8531.91,46.902667,-85.532333,46.895667,-85.531833,23830.26771,158,157,0.5,2,3.5,4.56155,0.13015,63.33055,10,0.49,217,42
92624,14-Jul-15,1138,2015,25,701,3,2039,3,4653.74,8525.03,4653.45,8525.23,46.895667,-85.417167,46.890833,-85.4205,21237.73359,36.3,33,0.5,2,4.6,,,,10,0.43,217,4
92625,14-Jul-15,1138,2015,25,702,3,2039,3,4653.74,8525.03,4653.45,8525.23,46.895667,-85.417167,46.890833,-85.4205,21237.73359,36.3,33,0.5,2,4.6,,,,10,0.43,217,2
92631,16-Jul-15,1625,2015,25,705,3,2121,3,4727.36,8515.94,4727.71,8515.81,47.456,-85.265667,47.461833,-85.2635,22827.84559,281,293,0.5,2,2.9,3.968,-0.0463,81.1713,10,0.43,217,1
92632,16-Jul-15,1625,2015,25,706,3,2121,3,4727.36,8515.94,4727.71,8515.81,47.456,-85.265667,47.461833,-85.2635,22827.84559,281,293,0.5,2,2.9,3.968,-0.0463,81.1713,10,0.43,217,1
92635,17-Jul-15,727,2015,25,707,3,2059,3,4742.22,8557.96,4742.07,8557.4,47.703667,-85.966,47.701167,-85.956667,1797.424289,105,109,0.5,2,3.7,4.1147,0.6676,90.4146,10,0.42,217,32
92636,17-Jul-15,727,2015,25,708,3,2059,3,4742.22,8557.96,4742.07,8557.4,47.703667,-85.966,47.701167,-85.956667,1797.424289,105,109,0.5,2,3.7,4.1147,0.6676,90.4146,10,0.42,217,34
92637,17-Jul-15,1025,2015,25,709,3,2153,3,4724.51,8539.92,4724.89,8539.98,47.4085,-85.665333,47.414833,-85.666333,9802.066335,149,151,0.5,2,3.1,3.5177,-1.0026,66.7276,10,0.42,217,79
92638,17-Jul-15,1025,2015,25,710,3,2153,3,4724.51,8539.92,4724.89,8539.98,47.4085,-85.665333,47.414833,-85.666333,9802.066335,149,151,0.5,2,3.1,3.5177,-1.0026,66.7276,10,0.42,217,60
92640,17-Jul-15,1241,2015,25,711,3,2129,3,4738.82,8533.63,4739.21,8533.46,47.647,-85.5605,47.6535,-85.557667,9854.52662,193,201,0.5,2,3.1,3.7946,-0.0324,46.0831,10,0.42,217,29
92641,17-Jul-15,1241,2015,25,712,3,2129,3,4738.82,8533.63,4739.21,8533.46,47.647,-85.5605,47.6535,-85.557667,9854.52662,193,201,0.5,2,3.1,3.7946,-0.0324,46.0831,10,0.42,217,28
92643,18-Jul-15,846,2015,25,713,3,2145,3,4738.22,8606.29,4737.94,8606.73,47.637,-86.104833,47.632333,-86.112167,15028.34283,149,141,0.5,2,3.6,3.9732,0.1576,89.9636,10,0.4,0,0
92644,18-Jul-15,846,2015,25,714,3,2145,3,4738.22,8606.29,4737.94,8606.73,47.637,-86.104833,47.632333,-86.112167,15028.34283,149,141,0.5,2,3.6,3.9732,0.1576,89.9636,10,0.4,217,3
92646,18-Jul-15,1010,2015,25,715,3,2165,3,4735.97,8613.49,4735.58,8613.5,47.5995,-86.224833,47.593,-86.225,24345.13019,130,132,0.5,2,3.7,4.033,0.1484,87.2478,10,0.43,0,0
92647,18-Jul-15,1010,2015,25,716,3,2165,3,4735.97,8613.49,4735.58,8613.5,47.5995,-86.224833,47.593,-86.225,24345.13019,130,132,0.5,2,3.7,4.033,0.1484,87.2478,10,0.43,0,0
92649,18-Jul-15,1248,2015,25,717,3,2126,3,4723.81,8628.15,4724.15,8628.25,47.396833,-86.469167,47.4025,-86.470833,48597.18664,312,318,0.5,2,3.4,3.8687,0.1426,90.5678,10,0.4,217,5
92650,18-Jul-15,1248,2015,25,718,3,2126,3,4723.81,8628.15,4724.15,8628.25,47.396833,-86.469167,47.4025,-86.470833,48597.18664,312,318,0.5,2,3.4,3.8687,0.1426,90.5678,10,0.4,217,1
92652,19-Jul-15,1106,2015,25,719,3,2119,3,4749.27,8641.76,4749.64,8641.9,47.821167,-86.696,47.827333,-86.698333,56390.3723,270,270,0.5,2,3.4,4.067,0.0836,38.1641,10,0.42,217,1
92653,19-Jul-15,1106,2015,25,720,3,2119,3,4749.27,8641.76,4749.64,8641.9,47.821167,-86.696,47.827333,-86.698333,56390.3723,270,270,0.5,2,3.4,4.067,0.0836,38.1641,10,0.42,0,0
92655,19-Jul-15,1322,2015,25,721,3,2135,3,4801.38,8638.18,4801.38,8637.52,48.023,-86.636333,48.023,-86.625333,43796.03703,142,145,0.5,2,3.3,3.8803,0.0822,64.7228,10,0.43,0,0
92656,19-Jul-15,1322,2015,25,722,3,2135,3,4801.38,8638.18,4801.38,8637.52,48.023,-86.636333,48.023,-86.625333,43796.03703,142,145,0.5,2,3.3,3.8803,0.0822,64.7228,10,0.43,0,0
92660,20-Jul-15,1031,2015,25,723,3,2139,3,4821.25,8658.89,4821.48,8658.39,48.354167,-86.9815,48.358,-86.973167,29798.95262,187,193,0.5,2,3.9,3.9659,0.0089,71.2744,10,0.43,217,2
92661,20-Jul-15,1031,2015,25,724,3,2139,3,4821.25,8658.89,4821.48,8658.39,48.354167,-86.9815,48.358,-86.973167,29798.95262,187,193,0.5,2,3.9,3.9659,0.0089,71.2744,10,0.43,217,1
